adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
FALSE,99,411010,en,An Insignificant Man,"After the anti-corruption protests, Arvind Kejriwal along with his team members forms a new political party to fight the Delhi elections.",0.959,10/6/16,An Insignificant Man,FALSE,5.9,8
FALSE,"c(28, 18, 10751)",280954,ta,<U+0B95><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BBE><U+0B9F><U+0BBF>,"An angry young man gives refuge to a rich girl, whose arrogant mother is forcing her to marry her rowdy uncle.",0.959,1/30/15,Killadi,FALSE,2.5,2
FALSE,"c(28, 80, 53)",460269,ta,7 Naatkal,"The murder of a girl unexpectedly turns the life of two people topsy-turvy. Even as they run for their lives, they try to find the real culprit behind the assassination",0.958,6/2/17,7 Naatkal,FALSE,4,2
FALSE,99,408501,en,The Joy of Data,"A witty and mind-expanding exploration of data, with mathematician Dr Hannah Fry. This high-tech romp reveals what data is and how it is captured, stored, shared and made sense of. Fry tells the story of the engineers of the data age, people most of us have never heard of despite the fact they brought about a technological and philosophical revolution.",0.958,7/20/16,The Joy of Data,FALSE,7,1
FALSE,"c(18, 9648, 27)",377150,fa,<U+0627><U+0698><U+062F><U+0647><U+0627> <U+0648><U+0627><U+0631><U+062F> <U+0645><U+06CC> <U+0634><U+0648><U+062F>,"An orange Chevrolet Impala drives across a cemetery towards an abandoned shipwreck in the middle of a desert landscape. It is the 22nd of January, 1965. The day before, the Iranian prime minister was shot dead in front of the parliament building. Inside the wreck, a banished political prisoner has hung himself. The walls are covered in diary entries, literary quotes and strange symbols. Can they help Police Inspector Babak Hafizi in his investigations? Will they shed any light on why there is always an earthquake whenever somebody is buried in this desert cemetery?",0.958,4/27/16,A Dragon Arrives!,FALSE,5.7,19
FALSE,18,481501,de,Ein Kind wird gesucht,"The disappearance of a boy without a trace in Bergisches Land is a major concern for Ingo Thiel, the head of the Special Commission. As a divorced father of two boys he is emotionally struck and does his utmost to give the parents and siblings of the missing child certainty about what happened to their son and brother. It takes more than 140 days of sometimes tedious little work before Thiel can finally fulfill the promise given to the parents. The film is based on the true ""case Mirco"", the murder of a ten-year-old boy in autumn 2010 in North Rhine-Westphalia, which caused a great stir throughout Germany.",0.957,9/22/17,Ein Kind wird gesucht,FALSE,7.6,10
FALSE,"c(10751, 18)",384874,en,A Horse Called Bear,"After his mother unexpectedly dies, 17-year-old Ethan discovers he is the owner of his mother's horse - a horse he never even knew existed. He travels cross country to live with his grandparents and investigate the mystery. His grandmother is supportive but his angry grandfather Otto doesn't seem to want him around. Next door live three children who are taking riding lessons at the same farm where his mother's horse is boarded. Their lives intersect as Ethan deals with his grief over his mother's death and the children deal with a neighborhood bully whose father works at the horse farm. The journey for Ethan, Otto, the three children, the bully and her father all revolve around a gentle and faithful horse called Bear who deeply touches all their lives. This is a delightful redemption-themed family movie that will appeal to children, teens, horse-lovers and people of all ages.",0.957,5/25/15,A Horse Called Bear,FALSE,8.7,8
FALSE,18,338261,en,Downriver,"James has served time for drowning a little boy when he was a child, although the body was never found in the river. A visit from his victim's mother upon parole sends him on a quest to find the truth. With little time and danger at every turn, James risks his freedom and his life to uncover the trail of sins that might give closure to the grieving mother.",0.957,9/1/15,Downriver,FALSE,5.1,8
FALSE,53,277848,en,Anaganaga Oka Ashokavanam,"What the movie has in store for you, wait and watch this space for more updates.",0.957,6/25/16,Anaganaga Oka Ashokavanam,FALSE,5,2
FALSE,99,402967,en,Koko: The Gorilla Who Talks to People,"Documentary telling the extraordinary story of Koko, the only 'talking' gorilla in the world, and her lifelong relationship with Penny Patterson. Project Koko started as a PhD project to teach sign language to a baby gorilla, but as Koko began to communicate with Penny, an intense bond formed between them. Penny has now been with Koko for over 40 years and claims Koko can reveal fresh insights into the workings of an animal's mind. Koko's unique life with Penny has been filmed every step of the way. Over 2,000 hours of footage chart the most dramatic moments - Penny's battle to keep Koko from being taken back to the zoo in which she was born, Penny's clash with academic critics who doubted her claims and the image of Koko mourning the death of her kitten.",0.956,6/15/16,Koko: The Gorilla Who Talks to People,FALSE,7.7,7
FALSE,18,387558,en,My Feral Heart,"Luke, an independent young man with Down's syndrome stumbles upon a wild and life changing friendship.",0.956,5/3/16,My Feral Heart,FALSE,6.5,2
FALSE,"c(10749, 35)",326806,en,I Really Hate My Ex,"How far would you go to get over your ex? After recent bad relationships with men, best friends Brea, Wendy, and Jessica want answers—so they decide to kidnap their exes and hold them hostage until they get them! After the kidnappers share their story in an internet chat room, they become a worldwide sensation, as millions cheer on their battle of the exes in this screamingly funny comedy of seduction and abduction.",0.956,4/14/15,I Really Hate My Ex,FALSE,8.5,1
FALSE,99,502194,en,Narcissister Organ Player,"This hybrid performance/documentary film explores how the artist’s complex family history, in particular her relationship with her mother, compelled her to create the masked, erotic performance character Narcissister.",0.955,1/19/18,Narcissister Organ Player,FALSE,0,0
FALSE,"c(28, 80, 53)",461426,te,<U+0C28><U+0C15><U+0C4D><U+0C37><U+0C24><U+0C4D><U+0C30><U+0C02>,A young boy is made to realise that the police form the backbone of society and every cop is akin to Lord Hanuman the protector. He then makes up his mind about becoming a cop when he grows up.<U+200B>,0.955,8/3/17,Nakshatram,FALSE,2.8,3
FALSE,27,457049,en,Crone Wood,"A found footage horror film about a man and a woman camping in Wicklow, Ireland.",0.955,10/30/16,Crone Wood,FALSE,5,2
FALSE,99,390665,en,Our Queen at Ninety,Documentary following the Queen and members of the British Royal Family.,0.955,3/27/16,Our Queen at Ninety,FALSE,6,3
FALSE,"c(12, 28, 10751)",362552,de,V8 - Die Rache der Nitros,"After their glorious win against the Baracudas, the V8 team got closer to a place at the legendary ""Castle"", where kids get teached in racing. However, Robins father Rasmus V. Eight is hard on their heels. He still wants to get the control over his son and much more to ban the secret racings.Meanwhile, the V8 team has to deal with a new competing racing team, the Crazy Nitros, who kidnap Robin and force him to drive against his own team...",0.955,10/29/15,V8 - Revenge of the Nitros,FALSE,8,3
FALSE,"c(35, 10749)",270779,ta,<U+0BAE><U+0BC2><U+0BA3><U+0BC7> <U+0BAE><U+0BC2><U+0BA3><U+0BC1> <U+0BB5><U+0BBE><U+0BB0><U+0BCD><U+0BA4><U+0BCD><U+0BA4><U+0BC8>,"Arjun and Karna, two happy-go-lucky friends who have resigned from their jobs, start a bad news delivery service and one of their assigments ends up in a marriage getting cancelled. And the bride happens to be the sister of Arjun’s girlfriend Anjali! Can they undo the damage?",0.955,6/26/15,Moone Moonu Varthai,FALSE,7,2
FALSE,18,530049,en,In the Middle of the River,"Led to believe his abusive grandfather is responsible for his sister's recent death, Gabriel returns to his humble home in rural New Mexico. Yearning to protect his family, he swears to secretly kill his grandfather, yet at the critical moment, his plan is foiled and the two men are forced to spend the day together. Both war veterans, they begin talking about their traumatic experiences. Gabriel realizes the world is not as black and white as he once thought it was. Slowly, he is forced to take responsibility for his own role in the family crisis.",0.954,8/16/18,In the Middle of the River,FALSE,6,10
FALSE,"c(28, 53)",493621,en,Blood Circus,"A retired MMA world champion gets caught up in an underground fight club called the ""Blood Circus"" and must fight to survive and save his family.",0.954,12/19/17,Blood Circus,FALSE,6,2
FALSE,99,484874,en,Deep Ocean: Lights in the Abyss,The same submarine which successfully captured the world's first moving images of a giant squid in its natural habitat is used for exploring the deep sea cliffs off the coast of New Guinea. The team encounters true living fossil species one after another. Join this exciting deep sea adventure!,0.954,1/1/16,Deep Ocean: Lights in the Abyss,FALSE,9,2
FALSE,"c(53, 27)",463617,kn,Mummy Save Me,"A pregnant widow moves into a seaside villa along with her daughter, mother and sister. Strange incidents happen in the house, which scare them. Will they be able to tackle this mess?",0.954,12/2/16,Mummy Save Me,FALSE,4,3
FALSE,integer(0),435863,zh,<U+5927><U+95F9><U+5929><U+7AFA>,"Following his father’s deathbed confession about the location of his last will and testament, Tang Sen (Bai Ke) packs up and heads to India with his friend Wu Kong (Wang Baoqiang) in search of it.  Along the way, the merry duo becomes a motley crew, enlisting a loyal but quirky fighter (Yue Yunpeng) and a cagey but beautiful woman (Liu Yan), all while experiencing the mysteries of a magical land that both helps and hinders them in their quest.",0.954,1/27/17,Buddies In India,FALSE,3,3
FALSE,28,411311,ta,<U+0B95><U+0B9F><U+0BAE><U+0BCD><U+0BAA><U+0BA9><U+0BCD>,"The honey-extracting tribal folks of Kadambavanam, a village in the deep interiors of dense forests, enjoy their peaceful &amp; humble lives with the philosophical company of their forefathers. Presence of limestone underneath earns the village some interest from unethical vultures. With multiple soft evacuation plans failing against the tribal resistance, they resort to uglier ways putting the villagers’ lives into complete disarray. Can they withstand when payback time presents itself?",0.954,4/14/17,Kadamban,FALSE,7.5,8
FALSE,"c(28, 35, 10749)",411280,ta,<U+0B95><U+0B9F><U+0BCD><U+0B9F><U+0BAA><U+0BCD><U+0BAA><U+0BBE><U+0BB5> <U+0B95><U+0BBE><U+0BA3><U+0BCB><U+0BAE><U+0BCD>,"A fish belonging to a gangster, who considers it his lucky charm, gets stolen and ends up with a guy whose luck has always been rotten.",0.954,3/17/17,Kattappava Kaanom,FALSE,4.3,3
FALSE,35,386622,zh,Papa,"A bumbling Chinese talent manager, Huang, travels to L.A. to retrieve his singer who fled to elope mid-tour. Instead of retrieving his singer, his futile attempts land him an arranged marriage, five adopted kids and an angry boss demanding his investment back. In his quest to reclaim fame and fortune, Huang learns an important lesson in what it means to be a family..",0.954,3/18/16,Papa,FALSE,6,2
FALSE,integer(0),583877,en,"Swedish House Mafia: Live at Ultra Music Festival, Miami","Swedish House Mafia reunited after a five-year hiatus this evening (Sunday 25th March) to close out Ultra Music Festival’s 20th anniversary celebrations in Miami. The famous trio, consisting of Axwell, Sebastian Ingrosso and Steve Angello, played the final set on the main stage during Ultra’s third day, opening the set with their mega-hit ‘Miami 2 Ibiza’. It’s been five years since the Swedish DJs played together as a group, with the trio playing the final performance of their ‘One Last Tour’ shows on Ultra’s main stage back in 2010. Rumours that SHM would reunite at Ultra have been circulating for the past few months, despite several statements denying the reunion from the group’s manager Amy Thomson and SHM member Steve Angello.  Earlier on 28/03/2018, a reunion was all but confirmed by friends and collaborators of the group via Instagram, while new and simplified SHM logos have been popping up around Miami over the last 24 hours.",0.953,3/25/18,"Swedish House Mafia: Live at Ultra Music Festival, Miami",FALSE,10,1
FALSE,16,551190,de,Limbradur und die Magie der Schwerkraft,"Why do things fall to the ground without magic? The young magician's apprentice Limbradur is far more interested in the universe and its secrets than boring magic spells. He is fascinated by the stars, the universe and the laws of nature. So, one night he sneaks into the Albert Einstein Museum, where he meets AlbyX3, a small, clever but rather quirky robot who knows all about Albert Einstein and his theories. Alby takes Limbradur on a magical journey of discovery through time and space, during which they not only uncover the secrets of gravity but also learn much about friendship and imagination. For Limbradur and Alby both have secrets of their own.",0.953,6/24/16,The Secrets of Gravity: In the Footsteps of Albert Einstein,FALSE,7.5,2
FALSE,35,520984,ca,El nom,,0.953,4/23/18,El nom,FALSE,7,1
FALSE,99,434950,de,Zurück zum Urwald - Nationalpark Kalkalpen,"This film, three years in the making, The remote forests of Kalkalpen National Park in Austria, the largest area of wilderness in the European Alps, have been left untouched by humans for nearly a quarter of a century in order to return to their natural, primeval state. The landscape regenerates itself in dramatic cycles of growth and decay, and this bold hands-off method of conservation yields salient results: the lynx, absent from the area for 115 years, has returned.",0.953,5/16/15,Making An Ancient Forest - Kalkalpen National Park,FALSE,9,2
FALSE,"c(35, 18)",373593,ml,<U+0D38><U+0D41>.. <U+0D38><U+0D41>... <U+0D38><U+0D41><U+0D27><U+0D3F> <U+0D35><U+0D3E><U+0D24><U+0D4D><U+0D2E><U+0D40><U+0D15><U+0D02>,"Sudhi, a clerk in a school, struggles in his life as he is suffering from dysarthria. His life takes a new turn after meeting Kalyani, a speech therapist.",0.953,11/23/15,Su.. Su... Sudhi Vathmeekam,FALSE,7.4,15
FALSE,"c(35, 18, 10751)",370236,en,Kaun Kitney Paani Mein,"The film wryly expresses the changes in hierarchy, caste and the power equation when water, the most important resource, vanishes and how the oppressed become the oppressors.",0.953,8/28/15,Kaun Kitney Paani Mein,FALSE,5.7,3
FALSE,"c(28, 53, 10749)",474955,te,<U+0C2F><U+0C41><U+0C26><U+0C4D><U+0C27><U+0C02> <U+0C36><U+0C30><U+0C23><U+0C02>,"When his family is torn apart, Arjun sets out to on a journey to solve the mystery and seek revenge.",0.952,9/8/17,Yuddham Sharanam,FALSE,6.7,3
FALSE,"c(18, 27)",357235,en,Turned,"When Jack, a rough and tough vampire slayer, is bitten by his arch-nemesis Monty, he has but one day left to live before he becomes the very thing he has been hunting for most of his life.",0.952,9/4/15,Turned,FALSE,9,3
FALSE,integer(0),356517,ta,<U+0B85><U+0BA4><U+0BBF><U+0BAA><U+0BB0><U+0BCD>,"An NRI comes to Chennai and starts a real estate business. Even as his venture picks up, he learns that he is being cheated by a person he trusts the most and is jailed for fraud. How does he get out the web of deceit?",0.952,8/28/15,Adhibar,FALSE,3.7,3
FALSE,99,716107,en,WrestleCon SuperShow 2017,"The event took place on March 31st, 2017 at the Wyndham Resort Hotel in Orlando, Florida.",0.951,3/31/17,WrestleCon SuperShow 2017,FALSE,0,0
FALSE,35,551672,ru,<U+0422><U+043E><U+043B><U+044C><U+043A><U+043E> <U+043D><U+0435> <U+043E><U+043D><U+0438>,"When the world is in danger, superheroes come to rescue humanity. They are stronger, faster, smarter than ordinary people and are willing to sacrifice themselves for the sake of others. But what would happen if superheroes would not be around, and the world's rescue team will be made of selfish, irresponsible twenty year old weirdos?",0.951,10/25/18,Anyone But Them,FALSE,3.3,7
FALSE,18,514885,ru,<U+0421><U+0442><U+0440><U+0430><U+043D><U+043D><U+0438><U+043A><U+0438> <U+0442><U+0435><U+0440><U+043F><U+0435><U+043D><U+044C><U+044F>,"Andrey is a well-known artist photographer who lives alone with his Labrador dog, Charley, in his own house with a swimming pool in a big city. While preparing for an important international exhibition, he meets a charming young woman Marina who turns out to be deaf and mute. Andrey brings Marina to his place, takes her photos and keeps her at his place for the night. The same repeats on the second day. Neither does he let her go away on the third day. Finally, the girl understands that she is a prisoner and tries to escape.",0.95,8/25/18,Strangers of Patience,FALSE,3.7,3
FALSE,"c(35, 18)",510265,de,HERRliche Zeiten,"A plastic surgeon publishes an ad searching for a slave. Even if he meant it in an ironic way and is really looking for a housemaid, a lot of SM-subs are showing up in front of his house the next day...",0.95,5/3/18,Subs,FALSE,6.8,8
FALSE,18,486937,de,Koxa,"When Babo and his brother-in-law Memo, who is also part of Cenk's clique, go in search of the alleged culprit Serkan, no one is aware yet of the effects this little dizziness would bring. Serkan is threatened, kidnapped, beaten and no longer moves. Memo panics, feels guilty and laments the dreams he has had for a long time and that he did not want all that. He confesses that he has consumed all the cocaine alone with Cenk and his friends, exposing lies to his brother-in-law. At the end of the film, Babo realizes that he may have killed an innocent man.",0.95,11/9/17,Koxa,FALSE,3.3,9
FALSE,18,467765,ml,<U+0D06><U+0D2E><U+0D3F>,"Aami is a biopic based on the life of the renowned poet and author Kamala Das, who was fondly referred by her pet name Aami. The film mainly deals with two relationships the writer had - with the husband and after his demise, with a suitor from a different religion.",0.95,2/9/18,Aami,FALSE,6.1,4
FALSE,35,459723,ml,<U+0D1A><U+0D19><U+0D4D><U+0D15><U+0D4D><U+0D38><U+0D4D>,"Final year mechanical engineering students, Romario, Riyas, Yoodas, and Athmaram think their lives are miserable since there is not one single girl in their class. Much to their joy, a girl called Riya joins their class and soon becomes friends with the boys. Termed as 'mechrani' of the college, all the boys from the mechanical department begin to flirt with her, leading to comical situations.",0.95,8/4/17,Chunkzz,FALSE,3.6,9
FALSE,"c(18, 10770)",371942,it,Le nozze di Laura,"When love blossoms between a young Italian woman and an African student, her family’s disapproval — and a secret — threatens to tear the lovers apart.",0.95,12/8/15,Laura's Wedding,FALSE,4.5,8
FALSE,"c(10770, 18)",334001,de,Die Ungehorsame,,0.95,3/31/15,Die Ungehorsame,FALSE,8.3,3
FALSE,"c(18, 10770)",445526,it,Io sono Libero,"Docu-fiction that tells the story of Libero Grassi, the months in which he broke the silence, the silence in which he found himself isolated, until he became an easy target for a mafia clan.",0.949,8/29/16,I Am Free,FALSE,8,1
FALSE,27,433854,en,Wolf House,"Six friends on a camping trip think they have discovered, and killed, a Sasquatch. But what they have actually unleashed is something more evil, more ancient and more deadly than they could ever imagine - an army of supernatural terrors that will hunt them down until no one remains.",0.949,1/3/17,Wolf House,FALSE,2,3
FALSE,"c(18, 10770)",405621,en,Love Under New Management: The Miki Howard Story,"Story of Miki Howard, an American R&B and Jazz singer, whose hits include ""Ain't Nobody Like You"" and ""Ain't Nuthin' in the World.""",0.949,6/12/16,Love Under New Management: The Miki Howard Story,FALSE,7,9
FALSE,"c(35, 18)",331114,fr,Les Châteaux de sable,"Eleanor, thirties, has just lost her father. He bequeathed his house in Brittany in the Cotes d'Armor. She is a photographer, has had some success but business no longer work as before. It is imperative to sell the house. She goes there with Samuel, her former companion which she left some time ago, because she does not feel to go alone and she has not returned since the death of her father. But she is playing with fire - because she knows that their relationship did not exactly appeased, even if it was for some adventures and Samuel lives with Laura. Claire Andrieux, the real estate agent, was busy organizing visits during the two days Samuel and Eleanor will stay in the house. It's a funny weekend that these three are about to spend.A surprising weekend full of surprises, emotions, tensions, memories and shouting matches in melancholy and absurd moments that leave the couple necessarily changed.",0.949,4/1/15,Sand Castles,FALSE,5.9,10
FALSE,10751,552211,da,Team Albert,,0.948,10/4/18,Team Albert,FALSE,4,1
FALSE,"c(28, 18)",523640,en,Fade Away,"In a city where the high school drop out rate is at its highest, a pre-destined path of murder, crime, and drug trafficking seems to be the only way of life for teenagers growing up in Liberty City.",0.948,1/1/16,Fade Away,FALSE,7.5,2
FALSE,"c(53, 18, 27, 14)",478086,en,To Tokyo,"Challenged by her step-sister to return home, a young woman hiding from her past in a remote Japanese village is abducted into a fantastic wilderness and pursued by a monster, with only four nights to escape to Tokyo and face her demons.",0.948,11/1/18,To Tokyo,FALSE,6.7,3
FALSE,10749,378378,nl,Brasserie Valentijn,"Thirty-something Valentine runs a renowned restaurant and her stylish dining room is fully booked for Valentine's Day. Chef cook Angelo prepares the food and the tables are romantically covered. The guests enter, hoping for love on their menus. Valentine has everything under control, she thinks. But how could she expect that Frank, her old flame from 12 years ago would suddenly reappear on this day of love...",0.948,1/28/16,Brasserie Valentine,FALSE,5.6,11
FALSE,18,471613,en,Black Cop,"A black police officer is pushed to the edge, taking out his frustrations on the privileged community he's sworn to protect.",0.947,9/11/17,Black Cop,FALSE,5.1,7
FALSE,"c(99, 12, 18)",604775,en,Leap,The LEAP Movie tells the story of a one year experiment seeking to discover whether coaching can help ordinary people achieve extraordinary things. Four participants will be pushed to their limit as they seek to transform their lives with the help of an elite team of coaches.,0.946,10/16/18,Leap,FALSE,0,0
FALSE,27,553686,en,Th'dread Rattlin',University students investigate a noise phenomenon in haunted woods known as 'th'rattlin'.,0.946,8/21/18,Th'dread Rattlin',FALSE,9.5,3
FALSE,35,517423,ru,<U+0421><U+0447><U+0430><U+0441><U+0442><U+044C><U+044F>! <U+0417><U+0434><U+043E><U+0440><U+043E><U+0432><U+044C><U+044F>!,Three young couples are getting ready for the weddings and each of them faces different problems.,0.946,9/13/18,Happiness! Health!,FALSE,6.2,3
FALSE,18,448419,ja,<U+897F><U+5317><U+897F>,"Kei works at a cocktail bar, while Ai works as a model. Fearing she'll be ostracized by society, Kei chooses not to admit her sexual orientation to anyone, and, as a result, she becomes distressed and lonely. One day, Kei gets close to Naima, an Iranian student studying art in Japan.",0.946,9/15/18,West North West,FALSE,5.5,3
FALSE,"c(35, 18)",364833,ru,<U+041A><U+043E><U+043D><U+0435><U+0446> <U+043F><U+0440><U+0435><U+043A><U+0440><U+0430><U+0441><U+043D><U+043E><U+0439> <U+044D><U+043F><U+043E><U+0445><U+0438>,Drama based on life and stories of one of the most popular Soviet/Russian writers - Sergei Dovlatov.,0.946,10/1/15,The End of a Great Era,FALSE,6.3,9
FALSE,99,77027,en,Attenborough and the Empire of the Ants,"David Attenborough is in the Swiss Jura Mountains to discover the secrets of a giant. Beneath his feet lies a vast network of tunnels and chambers, home to a huge empire of ants. It is believed to be one of the largest animal societies in the world, where over a billion ants from rival colonies live in peace. Their harmonious existence breaks many of the rules for both ants and evolution, and raises some important questions. Through winter, spring and into summer, David turns detective to find the answers.",0.946,12/28/17,Attenborough and the Empire of the Ants,FALSE,0,0
FALSE,"c(27, 53)",562588,en,It's Just a Game,"Brianna (Hannah Cohen-Lawlor) is a shy, bashful teen who is constantly getting humiliated by the other girls in her social circle. Her circumstances change when she is kidnapped by a bizarre theatre cult intent on summoning an ancient witch",0.945,12/1/18,It's Just a Game,FALSE,5,1
FALSE,28,527862,te,Officer,"An honest officer fights to bring down a corrupt and dangerous cop, and attempts to bring down the entire Mumbai mafia with him.",0.945,6/1/18,Officer,FALSE,4.3,3
FALSE,10751,525208,en,Paws P.I.,A boy determined to save his father's failing private detective business enlists the help of his pet dog and parrot...who talk. Together they will try to take down the town's tyrannical tycoon who's determined to stop a mansion from being turned into an animal rescue.,0.945,5/29/18,Paws P.I.,FALSE,7.7,3
FALSE,35,538726,en,Just Another Immigrant: Romesh at the Greek,"Romesh Ranganathan, a successful comedian in England, moves his entire family to Los Angeles to pursue his lifelong dream of making it as a stand-up comedian in America. He then takes the drastic, and possibly foolish, step of performing his first ever U.S. stand-up show at the six-thousand seat historic Greek Theater.",0.944,7/27/18,Just Another Immigrant: Romesh at the Greek,FALSE,0,0
FALSE,"c(35, 27)",521507,ms,Hantu Rumah Sakit Jiwa,"Johan, Syafiq and Zed are left orphaned after the unexpected death of their parents in a car accident. As these three brothers love their rugged activities, their uncle, Razak, organizes a bungee jumping activity for them and gives them his old bungee jump cords, unaware that he has altered them, in the hope that they will jump to their deaths. Why did their uncle plan for their deaths? What is his real mission behind this cruel plan?",0.944,4/26/18,Hantu Rumah Sakit Jiwa,FALSE,0,0
FALSE,80,512171,de,Kommissar Dupin - Bretonisches Leuchten,,0.944,3/1/18,Kommissar Dupin - Bretonisches Leuchten,FALSE,6.3,3
FALSE,"c(35, 18, 27)",448975,en,Anderson Bench,A fast food clerk's life spins out of control when he meets a cute but murderous hitchhiker.,0.944,4/21/16,Anderson Bench,FALSE,7,2
FALSE,18,418974,pt,Fátima,The journey of 11 women while they go on a pilgrimage from Bragança to Fatima.,0.944,4/27/17,Fátima,FALSE,5.5,4
FALSE,"c(18, 27, 53)",409361,en,Candiland,"Struggling to rebuild their lives, a former tennis star and a recent divorcee decide to isolate themselves from the world in a quest for true ""oneness""; as their affair descends into savagery, his father must fight to save them before they disappear completely into madness.",0.944,4/23/16,Candiland,FALSE,10,2
FALSE,18,513380,en,My Name Is Myeisha,"At the moment of Myeisha’s death at the hands of police, she guides us inside her mind and muses over the life she will be leaving behind, told through hip-hop, spoken word poetry, and dance. Inspired by the 1998 police shooting of California teen Tyisha Miller.",0.943,1/21/18,My Name Is Myeisha,FALSE,4.7,3
FALSE,"c(53, 80, 18)",425371,en,Blowtorch,"Blowtorch is the Brooklyn story of Ann Willis, a recently widowed and financially struggling, mother of three. When her oldest son is murdered, she inexorably takes the investigation into her own hands.",0.943,11/19/16,Blowtorch,FALSE,3.3,4
FALSE,"c(10770, 35)",380176,de,Matthiesens Töchter,,0.943,9/1/15,Matthiesens Töchter,FALSE,4,2
FALSE,18,592465,en,Cotton Wool,"A single mother suffers a devastating stroke leaving her teenage daughter and 7-year-old son to care for her, testing the family's strength to hold things together as their roles are reversed.",0.942,10/10/17,Cotton Wool,FALSE,9,1
FALSE,"c(10402, 99)",482346,en,One Heart: The A.R. Rahman Concert Film,"Documentary picture describing about the true internal feelings of the band people (singers,musicians and so on) used in his concerts ,efforts made in organizing it, and most importantly the endless joy resting in this work.",0.942,9/8/17,One Heart: The A.R. Rahman Concert Film,FALSE,8.8,3
FALSE,18,477066,de,Wir töten Stella,KILLING STELLA is an ice-cold examination of a failed marriage and the self-reproach of a wife and mother. It is a prequel to THE WALL in both literary and cinematic terms.,0.942,9/29/17,Killing Stella,FALSE,4.7,3
FALSE,18,535320,en,Double Echo,Paul left the police force after mistakenly killing his partner. Now he is a driver for rich guy who's daughter is kidnapped. He will use his skills to save the girl but he will also uncover secrets the family was hiding for years.,0.941,7/14/17,Double Echo,FALSE,6,3
FALSE,"c(28, 10749, 10751)",498366,ta,Mr. <U+0B9A><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BAE><U+0BCC><U+0BB2><U+0BBF>,"Raghav, a professional boxer, finds himself in a fix when an unexpected turn of events gets him tangled in a battle between his passion, family and the love of his life.",0.941,7/6/18,Mr. Chandramouli,FALSE,4.7,3
FALSE,35,459803,te,Babu Baga Busy,A man's sexual affairs with different woman in different stages of life comes to an end when he meets a girl accidentally.,0.941,5/5/17,Babu Baga Busy,FALSE,5.3,3
FALSE,18,428754,fr,En amont du fleuve,"Homer and Joé trace the rivers of Croatia aboard a small boat. In spite of being fifty years old each one, none of them knew of the existence of the other until the recent death of the father of both. Now, however, they are half brothers. During the voyage, they meet Sean, an enigmatic Irish adventurer who will join them on the journey.",0.941,5/3/17,Upstream,FALSE,6.7,3
FALSE,16,427513,en,If You Give a Mouse a Christmas Cookie,"If it's holiday time in Mouse's house then, that means Christmas cookies (including a special one for Santa, of course), caroling...and one nearly-destroyed holiday pageant. Can Mouse and his animal friends save the show, without getting utterly distracted along the way? It's a wild ride as Mouse and his friends embody the friendship and caring at the heart of the holiday season.",0.941,11/24/16,If You Give a Mouse a Christmas Cookie,FALSE,0,0
FALSE,"c(10751, 35)",410917,fi,Risto Räppääjä ja yöhaukka,"Ricky Rapper and Nighthawk Ricky find a buried treasure while digging for worms. Archaeological excavations begin at the site, and when a valuable iron-age ring vanishes, it becomes apparent that there's a site-robbing ""nighthawk"" at work here.",0.941,9/3/16,Ricky Rapper and the Nighthawk,FALSE,5,1
FALSE,"c(27, 14)",326536,en,The Coven,"In Highgate London, five young teenagers hoping to witness Pagan activity, camp in historic Queen's Wood on Halloween but soon discover they are part of the ritual when a mysterious Biker hunts them down.",0.941,2/16/15,The Coven,FALSE,2.5,4
FALSE,"c(53, 80)",540677,pl,Odnajde cie,"When her daughter is kidnapped by a suspect in a multiple murder case, a police officer must commit a crime to rescue her only child.",0.94,8/3/18,Odnajde cie,FALSE,4.3,7
FALSE,35,464205,en,Brand New Old Love,Former high school friends run into each other years later and drunkenly decide to make good on their promise to marry each other if they're both still single by 30 - only to discover too late all the things they liked about each other when they were younger have changed.,0.94,8/1/17,Brand New Old Love,FALSE,4.2,6
FALSE,"c(28, 80, 18, 878, 53)",402434,en,South of 8,"Starring Brian Patrick Butler, George Jac and directed by Tony Olmos. An ex-con trying to find work in a new Depression is lured back to a life of crime, but his gang passes the point of no return once they become fugitives.",0.94,2/11/17,South of 8,FALSE,6.5,1
FALSE,"c(18, 35)",458802,en,Teshan,"Happy Raikoti playing a boy who comes from backward village. Diljot is playing an urban girl, who despite being modern understands relationship values. It is a youth based film.",0.939,9/23/16,Teshan,FALSE,7.3,3
FALSE,99,428592,es,La historia de Jan,,0.939,11/4/16,La historia de Jan,FALSE,7,3
FALSE,99,427072,de,Der wilde Pazifik - Die Schönheit des Lebens,,0.939,6/24/16,Der wilde Pazifik - Die Schönheit des Lebens,FALSE,7.3,3
